D,X,Y,Z,date
NA,38610.4851786022,-652.602691490019,15984.0,1999-08-26
NA,38608.33255914445,-661.5534766792783,15985.0,1999-08-27
NA,38611.44700257867,-654.8659153278885,15983.0,1999-08-28
NA,38622.388109641215,-658.4228946847164,15983.0,1999-08-29
NA,38619.38854548234,-658.3717590141134,15984.0,1999-08-30
NA,38614.38927188422,-658.2865328964417,15983.0,1999-08-31
NA,38592.43067848358,-655.6663224839252,15985.0,1999-09-01
NA,38607.4475777655,-654.7980834491483,15985.0,1999-09-02
NA,38608.390143566474,-658.1842615552356,15987.0,1999-09-03
NA,38611.38970772535,-658.2353972258387,15986.0,1999-09-04
NA,38619.3309446562,-661.7419339290705,15985.0,1999-09-05
NA,38634.270825668675,-665.3703997672168,15983.0,1999-09-06
NA,38625.291494094374,-664.0918582855627,15983.0,1999-09-07
NA,38613.351055252024,-660.5159224932524,15985.0,1999-09-08
NA,38631.2324984286,-667.5662157071589,15986.0,1999-09-09
NA,38616.31212083591,-662.8138397633842,15981.0,1999-09-10
NA,38615.35076270459,-660.5501292786427,15988.0,1999-09-11
NA,38608.37098142797,-659.3073338214459,15988.0,1999-09-12
NA,38563.37754137607,-658.5389899559576,15988.0,1999-09-13
NA,38580.41332701538,-656.5847368419923,15986.0,1999-09-14
NA,38591.69463155007,-639.9331724405615,15987.0,1999-09-15
NA,38576.640723491626,-643.0509238369489,15988.0,1999-09-16
NA,38598.63766755665,-643.4176005339685,15988.0,1999-09-17
NA,38602.543112639425,-649.0987881780432,15989.0,1999-09-18
NA,38603.54297129858,-649.1156007243594,15987.0,1999-09-19
NA,38607.50457267163,-651.4289455800227,15990.0,1999-09-20
NA,38610.504145709674,-651.4795577271426,15989.0,1999-09-21
NA,38607.65512169009,-642.4445537453453,15992.0,1999-09-22
NA,38535.53371742092,-649.093301086618,15991.0,1999-09-23
NA,38590.52591675301,-650.0195907926392,15989.0,1999-09-24
NA,38610.4851786022,-652.602691490019,15990.0,1999-09-25
NA,38609.52322197682,-650.3395817819919,15992.0,1999-09-26
NA,38570.62283792581,-644.0728953121786,15989.0,1999-09-27
NA,38580.489462956924,-652.0956974786067,15990.0,1999-09-28
NA,38590.46904490094,-653.3872469998914,15989.0,1999-09-29
NA,38581.52719322594,-649.8680161134721,15989.0,1999-09-30
NA,38610.4851786022,-652.602691490019,15993.0,1999-10-01
NA,38603.505141954236,-651.3614627171962,15991.0,1999-10-02
NA,38601.50542659554,-651.3277212857829,15992.0,1999-10-03
NA,38602.543112639425,-649.0987881780432,15988.0,1999-10-04
NA,38608.4283698369,-655.9381153529791,15990.0,1999-10-05
NA,38610.5230801465,-650.3564234130105,15989.0,1999-10-06
NA,38627.53957911829,-649.5191018359496,15991.0,1999-10-07
NA,38619.559583338254,-648.2612042891786,15989.0,1999-10-08
NA,38625.502010899894,-651.732618462742,15989.0,1999-10-09
NA,38569.547776887324,-648.5439741496067,15990.0,1999-10-10
NA,38581.50827300858,-650.9903069716504,15991.0,1999-10-11
NA,38573.58488091661,-646.367105228432,15990.0,1999-10-12
NA,38578.50869997053,-650.9396948245305,15992.0,1999-10-13
NA,38584.602128001556,-645.4290230677077,15992.0,1999-10-14
NA,38574.584740552185,-646.383859605301,15992.0,1999-10-15
NA,38589.5638089046,-647.757700441187,15990.0,1999-10-16
NA,38578.56535827892,-647.5730823635902,15994.0,1999-10-17
NA,38610.4851786022,-652.602691490019,15990.0,1999-10-18
NA,38609.485321414024,-652.5857916896385,15991.0,1999-10-19
NA,38627.444701831366,-655.1372428428494,15992.0,1999-10-20
NA,38634.46273953188,-654.1321179416469,15994.0,1999-10-21
NA,NA,NA,16000.0,1999-10-22
NA,38561.49217638158,-651.7746012713787,15999.0,1999-10-23
NA,38563.472914104685,-652.9301671038141,15997.0,1999-10-24
NA,38576.54678750141,-648.6616619738205,15996.0,1999-10-25
NA,38589.450166106224,-654.4928399948172,15995.0,1999-10-26
NA,38568.58558273873,-646.2833333440872,15998.0,1999-10-27
NA,38577.62186218612,-644.1897687637336,16000.0,1999-10-28
NA,38590.56366805238,-647.7744839027868,16002.0,1999-10-29
NA,38597.52492394073,-650.1374822097691,15998.0,1999-10-30
NA,38620.57828378872,-647.1545609412742,16001.0,1999-10-31
NA,38611.52293831617,-650.373265044029,16002.0,1999-11-01
NA,38610.54198191266,-649.2332885485732,16005.0,1999-11-02
NA,38617.50314946511,-651.597652737089,16002.0,1999-11-03
NA,38625.520952691615,-650.6090478782891,16004.0,1999-11-04
NA,38635.481608306596,-653.0251864995294,16003.0,1999-11-05
NA,38626.46388596262,-653.9966868613277,16002.0,1999-11-06
NA,38581.54608079718,-648.7457247054018,15999.0,1999-11-07
NA,38573.566062539976,-647.4891650555916,16002.0,1999-11-08
NA,38580.54622213803,-648.7289121590856,16004.0,1999-11-09
NA,38604.58052961949,-646.8864909113705,16002.0,1999-11-10
NA,38589.657613281255,-642.1450690648642,15999.0,1999-11-11
NA,38597.619074358416,-644.5236929110335,16004.0,1999-11-12
NA,38559.81003963554,-632.6726698875267,16003.0,1999-11-13
NA,38567.69793048115,-639.5352556040568,16008.0,1999-11-14
NA,38602.67448300138,-641.2384575447696,16005.0,1999-11-15
NA,38580.64016786708,-643.1175923273162,16003.0,1999-11-16
NA,38598.65636748567,-642.2948114051047,16005.0,1999-11-17
NA,38598.63766755665,-643.4176005339685,16004.0,1999-11-18
NA,38593.65705959433,-642.2116212160821,16003.0,1999-11-19
NA,38615.5601467471,-648.1940704427798,16004.0,1999-11-20
NA,38617.70966881063,-639.2409056452167,16000.0,1999-11-21
NA,38613.71021670501,-639.1747025117837,16005.0,1999-11-22
NA,38595.63808427506,-643.3675991661931,15999.0,1999-11-23
NA,38595.5817928993,-646.7357015195496,16001.0,1999-11-24
NA,38607.63641740143,-643.5676046372948,16005.0,1999-11-25
NA,NA,NA,16001.0,1999-11-26
NA,38628.53943777744,-649.5359143822659,16001.0,1999-11-27
NA,38621.55930163383,-648.2947712123781,15997.0,1999-11-28
NA,38623.521236352266,-650.5753646162519,16003.0,1999-11-29
NA,38627.50172625859,-651.7663598941552,15999.0,1999-11-30
NA,38627.444701831366,-655.1372428428494,16001.0,1999-12-01
NA,38635.44355145771,-655.27290660033,15998.0,1999-12-02
NA,38608.40927303612,-657.0611887320969,15999.0,1999-12-03
NA,38595.468328381736,-653.4718914250909,16002.0,1999-12-04
NA,38596.44915952928,-654.6115457826127,16002.0,1999-12-05
NA,38598.41072088586,-656.8910273427738,15996.0,1999-12-06
NA,38610.428081256076,-655.972089461611,16001.0,1999-12-07
NA,38608.447433968795,-654.8150414188334,16001.0,1999-12-08
NA,38604.48603547314,-652.5012926877365,16002.0,1999-12-09
NA,38605.48589266132,-652.5181924881169,16004.0,1999-12-10
NA,38607.4475777655,-654.7980834491483,16003.0,1999-12-11
NA,38609.44729017209,-654.8319993885184,16003.0,1999-12-12
NA,38567.58572310315,-646.2665789672182,16000.0,1999-12-13
NA,38605.42880270816,-655.8871541900315,16003.0,1999-12-14
NA,38621.40739083147,-657.2823985382169,16003.0,1999-12-15
NA,38618.46503239336,-653.8612557810085,16003.0,1999-12-16
NA,38622.388109641215,-658.4228946847164,16004.0,1999-12-17
NA,38626.482893613014,-652.8730882961056,16000.0,1999-12-18
NA,38626.44484562807,-655.1202848731645,16001.0,1999-12-19
NA,38630.42519544773,-656.3118305479284,16003.0,1999-12-20
NA,38630.46331274725,-654.0644024014873,16003.0,1999-12-21
NA,38634.44369525442,-655.2559486306449,16001.0,1999-12-22
NA,38644.40406077708,-657.6737697336599,15999.0,1999-12-23
NA,38637.46230962035,-654.1829045967665,16000.0,1999-12-24
NA,38619.50286482381,-651.6313941685022,16004.0,1999-12-25
NA,38624.48317923666,-652.8392886953447,16001.0,1999-12-26
NA,38622.54028582252,-649.4350391043683,16002.0,1999-12-27
NA,38621.54042716337,-649.4182265580521,16004.0,1999-12-28
NA,38616.54113386759,-649.3341638264708,16002.0,1999-12-29
NA,38628.50158393794,-651.7832306098619,16005.0,1999-12-30
NA,38599.543536661964,-649.0483505390944,16003.0,1999-12-31
NA,38591.563527200175,-647.7912673643865,16007.0,2000-01-01
NA,38602.524214789104,-650.221690364862,16004.0,2000-01-02
NA,38604.561696121425,-648.0094523651828,16006.0,2000-01-03
NA,38605.56155526921,-648.0262358267826,16005.0,2000-01-04
NA,NA,NA,NA,2000-01-05
NA,38595.44930332598,-654.5945878129276,16008.0,2000-01-06
NA,38601.486463908615,-652.4505932865953,16006.0,2000-01-07
NA,38611.40883868121,-657.1122371488938,16004.0,2000-01-08
NA,38619.48389329579,-652.7547896934427,16004.0,2000-01-09
NA,38619.3693778851,-659.4951512107874,16005.0,2000-01-10
NA,38600.46761186252,-653.5565358502904,16000.0,2000-01-11
NA,38580.451460276585,-654.3402182676517,16004.0,2000-01-12
NA,38603.409996960996,-656.9761080374353,16006.0,2000-01-13
NA,38614.408404326285,-657.1632855656907,16006.0,2000-01-14
NA,38614.408404326285,-657.1632855656907,16004.0,2000-01-15
NA,38614.44657118856,-654.9167892369437,16001.0,2000-01-16
NA,38615.35076270459,-660.5501292786427,16004.0,2000-01-17
NA,38621.330651112876,-661.7761988835781,16004.0,2000-01-18
NA,38624.34944624112,-660.7040598128989,15998.0,2000-01-19
NA,38619.3693778851,-659.4951512107874,16006.0,2000-01-20
NA,38626.32991725458,-661.8618612698473,16005.0,2000-01-21
NA,38604.48603547314,-652.5012926877365,16006.0,2000-01-22
NA,38565.41549878998,-656.3294947580076,16012.0,2000-01-23
NA,38580.470477939365,-653.2179581494925,16010.0,2000-01-24
NA,38602.41014174597,-656.959091898503,16013.0,2000-01-25
NA,38611.42793696566,-655.9890765159269,16009.0,2000-01-26
NA,38627.349007419965,-660.7553699909843,16009.0,2000-01-27
NA,38593.52549126203,-650.0701156856949,16007.0,2000-01-28
NA,38591.4689015971,-653.4041758849313,16011.0,2000-01-29
NA,38607.46660873562,-653.6750380455696,16009.0,2000-01-30
NA,38613.446714985264,-654.8998312672586,16007.0,2000-01-31
NA,38621.59695253475,-646.0478588762982,16009.0,2000-02-01
NA,38612.579406704106,-647.0205259263223,16011.0,2000-02-02
NA,38622.57800305987,-647.1880696950121,16010.0,2000-02-03
NA,38623.540144481674,-649.4518516506846,16009.0,2000-02-04
NA,38623.63419490327,-643.8342785987636,16012.0,2000-02-05
NA,38599.61879557564,-644.5570853257635,16017.0,2000-02-06
NA,38586.56423146123,-647.7073500563879,16018.0,2000-02-07
NA,38602.618377401486,-644.6071739478585,16012.0,2000-02-08
NA,38606.54254727605,-649.1660383633082,16014.0,2000-02-09
NA,38613.56042845152,-648.1605035195803,16011.0,2000-02-10
NA,38611.541840571816,-649.2501010948895,16013.0,2000-02-11
NA,38530.5532891803,-647.8882848432727,16015.0,2000-02-12
NA,38577.4137613703,-656.5336884251954,16016.0,2000-02-13
NA,38572.54735286479,-648.5944117885555,16014.0,2000-02-14
NA,38601.41028653094,-656.9420757595707,16015.0,2000-02-15
NA,38601.44844054574,-654.696335631038,16011.0,2000-02-16
NA,38607.52350563747,-650.3058985199548,16013.0,2000-02-17
NA,38619.48389329579,-652.7547896934427,16012.0,2000-02-18
NA,38628.50158393794,-651.7832306098619,16012.0,2000-02-19
NA,38634.53858973237,-649.6367896601635,16010.0,2000-02-20
NA,38629.46345605109,-654.0474735164474,16008.0,2000-02-21
NA,38627.444701831366,-655.1372428428494,16010.0,2000-02-22
NA,38626.482893613014,-652.8730882961056,16012.0,2000-02-23
NA,38615.54127520844,-649.3173512801545,16010.0,2000-02-24
NA,38608.46646543178,-653.6919669306095,16015.0,2000-02-25
NA,38619.597232289714,-646.01440829205,16012.0,2000-02-26
NA,38622.54028582252,-649.4350391043683,16016.0,2000-02-27
NA,38605.54268861689,-649.1492258169919,16013.0,2000-02-28
NA,38616.52222916454,-650.457473199122,16016.0,2000-02-29
NA,38597.619074358416,-644.5236929110335,16018.0,2000-03-01
NA,38612.579406704106,-647.0205259263223,16012.0,2000-03-02
NA,38629.5958335149,-646.1816612132907,16015.0,2000-03-03
NA,38632.538872414065,-649.6031645675309,16015.0,2000-03-04
NA,38630.53915509576,-649.5695394748984,16016.0,2000-03-05
NA,38619.559583338254,-648.2612042891786,16011.0,2000-03-06
NA,38605.56155526921,-648.0262358267826,16015.0,2000-03-07
NA,38596.487177967734,-652.3660942846932,16012.0,2000-03-08
NA,38619.50286482381,-651.6313941685022,16013.0,2000-03-09
NA,38614.5225128252,-650.4237899370848,16014.0,2000-03-10
NA,38591.58235435699,-646.6686840120738,16017.0,2000-03-11
NA,38612.52279648585,-650.3901066750476,16018.0,2000-03-12
NA,38620.57828378872,-647.1545609412742,16015.0,2000-03-13
NA,38616.59765192216,-645.9642324156779,16015.0,2000-03-14
NA,38628.614753225476,-645.0412753393484,16014.0,2000-03-15
NA,38642.57519577141,-647.5231572323918,16014.0,2000-03-16
NA,38645.5935954752,-646.4492658872757,16016.0,2000-03-17
NA,38641.66910341261,-641.8862067118916,16014.0,2000-03-18
NA,38630.65193799027,-642.8272286148489,16015.0,2000-03-19
NA,38641.57533613583,-647.5064028555228,16018.0,2000-03-20
NA,38651.5739324916,-647.6739466242126,16017.0,2000-03-21
NA,38654.59233657787,-646.5997935163923,16012.0,2000-03-22
NA,NA,NA,NA,2000-03-23
NA,NA,NA,NA,2000-03-24
NA,NA,NA,NA,2000-03-25
NA,NA,NA,NA,2000-03-26
NA,NA,NA,NA,2000-03-27
NA,38640.65055377296,-642.9936089928939,16016.0,2000-03-28
NA,38644.63127787443,-644.1842881731915,16018.0,2000-03-29
NA,38632.61419565993,-645.1080601688085,16017.0,2000-03-30
NA,38590.731932536,-637.6714758761931,16016.0,2000-03-31
NA,38616.57884524641,-647.0875434337983,16018.0,2000-04-01
NA,38594.67558650676,-641.1055859207446,16022.0,2000-04-02
NA,38611.65456800316,-642.5111058965632,16020.0,2000-04-03
NA,NA,NA,16019.0,2000-04-04
NA,38609.61740166179,-644.7240473994135,16020.0,2000-04-05
NA,38559.791619619704,-633.7943290265895,16021.0,2000-04-06
NA,38470.80363947848,-632.3316635194362,16032.0,2000-04-07
NA,38578.58417909449,-646.450877112777,16031.0,2000-04-08
NA,38601.67462093955,-641.2218485917665,16023.0,2000-04-09
NA,38579.65899749857,-641.978688686819,16025.0,2000-04-10
NA,38602.618377401486,-644.6071739478585,16028.0,2000-04-11
NA,38622.61558957378,-644.9410980951585,16024.0,2000-04-12
NA,38620.59709241223,-646.0311335841741,16026.0,2000-04-13
NA,38634.46273953188,-654.1321179416469,16025.0,2000-04-14
NA,38636.48146549478,-653.0420862999098,16024.0,2000-04-15
NA,38587.52634224399,-649.9690658995835,16022.0,2000-04-16
NA,38612.42779267524,-656.0060635702426,16026.0,2000-04-17
NA,38627.577301237754,-647.271841579357,16023.0,2000-04-18
NA,38626.46388596262,-653.9966868613277,16025.0,2000-04-19
NA,38621.38825492159,-658.4058494611821,16024.0,2000-04-20
NA,38629.44441423796,-655.1711587822195,16024.0,2000-04-21
NA,38636.309175426984,-663.1570709993448,16023.0,2000-04-22
NA,38636.36689968249,-659.7854144488608,16021.0,2000-04-23
NA,38603.448152952325,-654.7302515704081,16023.0,2000-04-24
NA,38605.44786535892,-654.7641675097782,16024.0,2000-04-25
NA,38627.40652212163,-657.3844953718107,16026.0,2000-04-26
NA,38624.38781908046,-658.4569851317851,16025.0,2000-04-27
NA,38612.42779267524,-656.0060635702426,16027.0,2000-04-28
NA,38622.33050434122,-661.793331360832,16027.0,2000-04-29
NA,38617.40796997136,-657.2143339824876,16024.0,2000-04-30
NA,38610.54198191266,-649.2332885485732,16022.0,2000-05-01
NA,38600.48660672044,-652.4336934862149,16024.0,2000-05-02
NA,38617.42707122315,-656.090998841822,16024.0,2000-05-03
NA,38615.38912660385,-658.303578119976,16027.0,2000-05-04
NA,38617.369669438354,-659.4610025945435,16025.0,2000-05-05
NA,38615.44642739185,-654.9337472066287,16029.0,2000-05-06
NA,38634.36719123574,-659.7512658326169,16019.0,2000-05-07
NA,38647.403626422165,-657.7248181504568,16024.0,2000-05-08
NA,38627.40652212163,-657.3844953718107,16027.0,2000-05-09
NA,NA,NA,NA,2000-05-10
NA,38630.386947398205,-658.5592564729913,16026.0,2000-05-11
NA,38619.3693778851,-659.4951512107874,16021.0,2000-05-12
NA,38628.329623711266,-661.8961262243549,16029.0,2000-05-13
NA,38634.34798350393,-660.8750937398502,16027.0,2000-05-14
NA,38640.269936045326,-665.4737181522738,16027.0,2000-05-15
NA,38629.38709267858,-658.5422112494568,16029.0,2000-05-16
NA,38584.41274787549,-656.6528013977214,16026.0,2000-05-17
NA,38610.40898346618,-657.0952210099614,16031.0,2000-05-18
NA,38623.33035756956,-661.8104638380858,16026.0,2000-05-19
NA,38629.48246517754,-652.9237876972469,16025.0,2000-05-20
NA,38635.386220996326,-658.644482590663,16026.0,2000-05-21
NA,38630.482322365715,-652.9406874976272,16022.0,2000-05-22
NA,38648.422598220226,-656.617597525614,16027.0,2000-05-23
NA,38541.60814273325,-644.7098355063729,16027.0,2000-05-24
NA,38568.64183474071,-642.9175868562145,16031.0,2000-05-25
NA,38596.5061381988,-651.2433677072498,16028.0,2000-05-26
NA,38608.48546422585,-652.5688918892582,16023.0,2000-05-27
NA,38612.46589221641,-653.7596824707691,16033.0,2000-05-28
NA,38604.58052961949,-646.8864909113705,16026.0,2000-05-29
NA,38597.487035155915,-652.3829940850736,16029.0,2000-05-30
NA,38609.54212325351,-649.216476002257,16029.0,2000-05-31
NA,38617.52208733422,-650.4743148301405,16035.0,2000-06-01
NA,38626.4257726094,-656.2438823306649,16030.0,2000-06-02
NA,NA,NA,NA,2000-06-03
NA,38626.482893613014,-652.8730882961056,16028.0,2000-06-04
NA,NA,NA,NA,2000-06-05
NA,38630.386947398205,-658.5592564729913,16030.0,2000-06-06
NA,38630.386947398205,-658.5592564729913,16029.0,2000-06-07
NA,NA,NA,NA,2000-06-08
NA,38597.31491897438,-662.4877700892217,16029.0,2000-06-09
NA,38582.43212138775,-655.4964519407666,16035.0,2000-06-10
NA,38593.39232277212,-657.9285832022205,16029.0,2000-06-11
NA,38613.446714985264,-654.8998312672586,16029.0,2000-06-12
NA,38613.389417164595,-658.2694876729073,16030.0,2000-06-13
NA,38638.51910889738,-650.8279890815304,16028.0,2000-06-14
NA,38621.578143424296,-647.1713153181431,16034.0,2000-06-15
NA,38632.51995987933,-650.726939295419,16029.0,2000-06-16
NA,38643.480465812005,-653.1603849025727,16026.0,2000-06-17
NA,38637.51925072771,-650.8111474505118,16028.0,2000-06-18
NA,38631.50115697598,-651.8338427569818,16027.0,2000-06-19
NA,38635.557329702875,-648.5297396747742,16030.0,2000-06-20
NA,38639.50001841077,-651.9688084826348,16033.0,2000-06-21
NA,38647.46087658193,-654.3521934471655,16030.0,2000-06-22
NA,38633.44383905113,-655.2389906609598,16029.0,2000-06-23
NA,38616.369815214974,-659.4439282864215,16036.0,2000-06-24
NA,38631.36762856561,-659.700042908251,16031.0,2000-06-25
NA,38593.3539807264,-660.1738546393498,16038.0,2000-06-26
NA,38600.35295681037,-660.2935783882157,16029.0,2000-06-27
NA,38618.27319799759,-665.0948840737314,16033.0,2000-06-28
NA,38610.37068987472,-659.3414824376898,16029.0,2000-06-29
NA,38623.29178963453,-664.0574769929073,16026.0,2000-06-30
NA,38639.25071062352,-666.580468945629,16028.0,2000-07-01
NA,38642.308291804315,-663.260040370133,16030.0,2000-07-02
NA,38639.385639874825,-658.7126634848004,16028.0,2000-07-03
NA,38644.30799726342,-663.294363493729,16035.0,2000-07-04
NA,38624.36864900198,-659.5805227513972,16037.0,2000-07-05
NA,38639.34725213534,-660.9606107033259,16042.0,2000-07-06
NA,38634.51967621868,-650.7606225574561,16034.0,2000-07-07
NA,38640.44283247418,-655.3576964487552,16037.0,2000-07-08
NA,38642.53745900561,-649.7712900306934,16036.0,2000-07-09
NA,38646.42288680106,-656.5836234169823,16038.0,2000-07-10
NA,38645.53703498307,-649.8217276696422,16033.0,2000-07-11
NA,38623.521236352266,-650.5753646162519,16032.0,2000-07-12
NA,38625.520952691615,-650.6090478782891,16037.0,2000-07-13
NA,38608.6362784953,-643.5842717598866,16035.0,2000-07-14
NA,NA,NA,16038.0,2000-07-15
NA,NA,NA,16047.0,2000-07-16
NA,38566.585863467575,-646.2498245903491,16042.0,2000-07-17
NA,38601.65595222048,-642.3447255185182,16044.0,2000-07-18
NA,38612.59821143208,-645.8973312471816,16039.0,2000-07-19
NA,38559.69903012484,-639.4026166585552,16043.0,2000-07-20
NA,38598.524782110406,-650.1543238407877,16044.0,2000-07-21
NA,38587.60170836911,-645.4791989440799,16043.0,2000-07-22
NA,38600.59988996186,-645.6966277416927,16045.0,2000-07-23
NA,38594.638223181195,-643.3509320436013,16039.0,2000-07-24
NA,38613.67296568147,-641.421156027804,16041.0,2000-07-25
NA,38605.766932454695,-635.6733099535139,16045.0,2000-07-26
NA,38612.71035367861,-639.1581517284255,16042.0,2000-07-27
NA,38596.74964924596,-636.6478724002139,16044.0,2000-07-28
NA,38588.65775170299,-642.1284310270596,16043.0,2000-07-29
NA,38605.655398533556,-642.4112776697363,16049.0,2000-07-30
NA,38600.73056761024,-637.8366928613408,16044.0,2000-07-31
NA,38601.73043111766,-637.8532145598556,16048.0,2000-08-01
NA,38603.692982084525,-640.1321308588139,16042.0,2000-08-02
NA,38617.65373747278,-642.6109341233903,16041.0,2000-08-03
NA,38603.674345063206,-641.2550664977728,16039.0,2000-08-04
NA,38605.6366952137,-643.5342703921112,16046.0,2000-08-05
NA,38598.67503475407,-641.1720217327571,16046.0,2000-08-06
NA,38612.59821143208,-645.8973312471816,16047.0,2000-08-07
NA,38623.6154501824,-644.9577943025234,16046.0,2000-08-08
NA,38621.59695253475,-646.0478588762982,16044.0,2000-08-09
NA,38611.56071015594,-648.1269365963809,16040.0,2000-08-10
NA,38554.73684626874,-637.0766947296612,16044.0,2000-08-11
NA,NA,NA,16043.0,2000-08-12
NA,38574.584740552185,-646.383859605301,16050.0,2000-08-13
NA,38598.69366936183,-640.0492315178755,16049.0,2000-08-14
NA,38611.579547068526,-647.0037715494533,16047.0,2000-08-15
NA,38615.57898561083,-647.0707890569292,16046.0,2000-08-16
NA,38625.5775819666,-647.2383328256191,16048.0,2000-08-17
NA,38631.59555375994,-646.2151117975388,16045.0,2000-08-18
NA,38631.614335051316,-645.0913639614434,16044.0,2000-08-19
NA,38637.500303052075,-651.9350670512215,16042.0,2000-08-20
NA,38610.654706424895,-642.4944678587588,16042.0,2000-08-21
NA,38620.52166184324,-650.5248397231962,16042.0,2000-08-22
NA,38612.54169923097,-649.2669136412057,16040.0,2000-08-23
NA,38619.616007747936,-644.8910094730635,16043.0,2000-08-24
NA,38627.67103454704,-641.6536813698478,16043.0,2000-08-25
NA,38619.65346062931,-642.6442101989993,16042.0,2000-08-26
NA,38628.67089660887,-641.670290322851,16039.0,2000-08-27
NA,38621.634472715545,-643.80094435358,16043.0,2000-08-28
NA,38594.656921172595,-642.2282592538867,16043.0,2000-08-29
NA,38607.58010852622,-646.9367540419775,16045.0,2000-08-30
NA,38603.56183697363,-647.9926689035832,16041.0,2000-08-31
NA,38601.58095071276,-646.8362277807635,16043.0,2000-09-01
NA,38591.563527200175,-647.7912673643865,16043.0,2000-09-02
NA,38618.46503239336,-653.8612557810085,16040.0,2000-09-03
NA,38618.426926932734,-656.1079858961378,16044.0,2000-09-04
NA,38612.44685878197,-654.8828732975736,16040.0,2000-09-05
NA,38634.50073001403,-651.8844549041016,16038.0,2000-09-06
NA,38598.56254123469,-647.9087515955846,16036.0,2000-09-07
NA,38594.581933263726,-646.7189471426807,16036.0,2000-09-08
NA,38615.44642739185,-654.9337472066287,16039.0,2000-09-09
NA,38626.501868579246,-651.7494891784486,16036.0,2000-09-10
NA,38637.500303052075,-651.9350670512215,16040.0,2000-09-11
NA,38592.52563309236,-650.0532740546763,16039.0,2000-09-12
NA,38596.5061381988,-651.2433677072498,16046.0,2000-09-13
NA,38607.52350563747,-650.3058985199548,16043.0,2000-09-14
NA,38628.55831566835,-648.4122554435761,16041.0,2000-09-15
NA,38595.619353141185,-644.4903004963036,16039.0,2000-09-16
NA,38579.58403873007,-646.4676314896459,16038.0,2000-09-17
NA,38537.627437841526,-643.5219204691336,16037.0,2000-09-18
NA,38564.47277080084,-652.947095988854,16047.0,2000-09-19
NA,38584.488891709625,-652.1632966801283,16048.0,2000-09-20
NA,38594.5064228401,-651.2096262758365,16042.0,2000-09-21
NA,38612.54169923097,-649.2669136412057,16044.0,2000-09-22
NA,38609.52322197682,-650.3395817819919,16044.0,2000-09-23
NA,38626.520810861286,-650.6258895093076,16042.0,2000-09-24
NA,38595.56296379132,-647.8584012107854,16042.0,2000-09-25
NA,38586.58305617911,-646.5849121277288,16044.0,2000-09-26
NA,38606.504714992276,-651.4120748643161,16041.0,2000-09-27
NA,38597.5626820869,-647.8919681339848,16042.0,2000-09-28
NA,38607.5424059352,-649.1828509096244,16042.0,2000-09-29
NA,38569.60422616377,-645.1781436858467,16046.0,2000-09-30
NA,38595.48732077956,-652.3491944843128,16043.0,2000-10-01
NA,38600.48660672044,-652.4336934862149,16041.0,2000-10-02
NA,38564.661073824536,-641.7291181197515,16043.0,2000-10-03
NA,38539.66453436782,-641.3131671746389,16042.0,2000-10-04
NA,NA,NA,16053.0,2000-10-05
NA,38562.567611914295,-647.3045469779946,16048.0,2000-10-06
NA,38592.582213992566,-646.6854383889427,16045.0,2000-10-07
NA,38608.542264594354,-649.1996634559407,16047.0,2000-10-08
NA,38619.50286482381,-651.6313941685022,16048.0,2000-10-09
NA,38602.524214789104,-650.221690364862,16047.0,2000-10-10
NA,38600.48660672044,-652.4336934862149,16050.0,2000-10-11
NA,38620.540568504206,-649.4014140117358,16049.0,2000-10-12
NA,38600.56225953027,-647.942318518784,16049.0,2000-10-13
NA,38547.77479337303,-634.71842528393,16051.0,2000-10-14
NA,38600.59988996186,-645.6966277416927,16049.0,2000-10-15
NA,38609.636139589165,-643.6009388824784,16048.0,2000-10-16
NA,NA,NA,NA,2000-10-17
NA,38616.6164259221,-644.8409208509685,16047.0,2000-10-18
NA,38621.65318378585,-642.6774862746083,16046.0,2000-10-19
NA,38625.5775819666,-647.2383328256191,16049.0,2000-10-20
NA,38637.55704799845,-648.5633065979736,16051.0,2000-10-21
NA,38627.63363927873,-643.9009470891309,16050.0,2000-10-22
NA,38600.63738974438,-643.4509347791521,16055.0,2000-10-23
NA,38602.59961020689,-645.7300783259409,16051.0,2000-10-24
NA,38606.655260111824,-642.4279157075407,16050.0,2000-10-25
NA,38608.65498326836,-642.4611917831497,16052.0,2000-10-26
NA,38621.65318378585,-642.6774862746083,16048.0,2000-10-27
NA,38626.68982060891,-640.513467827131,16045.0,2000-10-28
NA,38539.83110902698,-631.2234847313568,16051.0,2000-10-29
NA,38599.63752865051,-643.4342676565603,16052.0,2000-10-30
NA,38610.63600068303,-643.6176060050702,16051.0,2000-10-31
NA,38616.67255186695,-641.4709828868134,16048.0,2000-11-01
NA,38630.65193799027,-642.8272286148489,16052.0,2000-11-02
NA,38634.63266693578,-644.0176169472735,16051.0,2000-11-03
NA,38607.729612162206,-637.9523447509441,16053.0,2000-11-04
NA,38611.63586177689,-643.634273127662,16057.0,2000-11-05
NA,38546.81178913598,-632.459400220509,16057.0,2000-11-06
NA,38541.81246202077,-632.3773734255021,16060.0,2000-11-07
NA,38606.711175520184,-639.0588470282761,16055.0,2000-11-08
NA,38618.765170524726,-635.8873358277309,16054.0,2000-11-09
NA,38579.77045631464,-635.2452582050797,16057.0,2000-11-10
NA,38596.805060288105,-633.2796681705771,16059.0,2000-11-11
NA,38595.80519486507,-633.2632628115757,16060.0,2000-11-12
